"output","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10"
0,-0.50793484474667,0.333032013729712,-2.53786682685018,-0.259289841834428,-1.91703368080398,1.05667740959301,-0.358476564467178,0.503658308966389,1.14028297547761,-3.63040388306496
1,1.59822438349717,-0.0274337505508725,-0.10736887090293,-1.43018412875134,-0.32958915862463,0.00952251148100064,1.50769492561585,0.156617025388382,-1.33672158380382,-2.05392145359695
1,0.674959616713957,1.35066001271358,-1.88587666315864,3.96252951729831,0.362632074861298,1.49979645417122,0.384390064741515,-2.30944641984248,-2.19897372595912,1.56573377610533
1,0.598804724526584,-1.50158741857125,-0.461457219486118,-2.65884588938078,0.0672472687979707,0.454450844573873,2.73268646032758,3.17857766630865,2.05697871061872,4.40415672430662
1,-0.305460823398651,-0.476267574569666,-0.97040453696593,1.33345468138694,-0.903754485585774,0.271212920852269,4.3183982549397,-1.03266859573277,2.17173283075625,-3.47300516497295
0,-0.117064839476873,0.0744822864758593,-1.85769723359098,3.04098840841212,-0.183323688865416,0.443049359591543,-2.45864068590409,-1.65287349147536,-2.75501343098839,0.404333037751033
0,0.50078314664615,1.67497271175662,0.427504687943788,-0.420320618981324,-0.969480376988502,-0.0125669435753603,-0.778572684193497,3.09148535270414,-0.758859995359931,2.52075748647682
1,-0.527931302206023,1.52422361706008,-0.367629944442702,0.186802453978782,-0.0903191250599064,0.916378470386223,-0.0130602440806798,0.11168693904652,-2.2789371513498,-0.403858884676284
1,0.150519247651698,0.926974632747181,0.244153571924011,-0.4163261241536,-0.179338593141591,-4.81284009288945,2.0939984035221,2.80744048919178,-0.700810229106957,3.77884067907384
1,1.85209749382787,-1.4475986257049,1.65792279324971,3.03442130742034,1.74471765079388,-0.683466851050265,-0.576711449000609,4.12208255972795,0.72431342050141,0.620779788302241
1,1.20861602957347,-0.185490242737732,1.79663222784215,-1.71212667771995,0.144127784664865,2.19008470406749,1.55215699500105,-0.274319806395601,3.89141868723086,-3.15739682904815
1,0.819125912031174,0.352820953903343,-1.96824574391621,0.689579374719624,0.124244248355809,-2.20155973071914,2.32818340621932,-0.549006163737262,-3.32364819900702,1.28475103822008
0,-0.840231469071326,-1.20782003021294,-1.87815676867987,0.849068014972364,1.45062244726494,1.34383218386841,-1.7647623302063,4.30991029881491,1.20213549610081,-5.20036769404804
1,-0.760954776975061,-0.557310026759525,-0.777417374730537,0.462549297643399,-0.0477120232119784,-0.510116308395908,1.74942432074782,-4.66890535940632,4.35522538921635,2.69512244072384
1,-0.1243354005373,-1.60457237663664,3.34401643956377,3.03193913142417,-1.39878904401009,-3.76621425924485,1.27782476772892,-2.08628364993301,-2.57869296053645,-4.87834694427204
0,-0.211686136762274,1.76124921307946,-0.378555104854061,-2.87074287616241,0.60580049736152,-6.22095747633137,1.51738784494778,2.15654755879413,4.24190316981826,-0.0820142657620256
0,1.06309674256726,-0.518565779947534,0.720446119208666,-1.10078839442359,-0.835629953350228,-0.406540991074918,-1.87285260708356,3.43636536550496,-0.937009741176884,-0.874440511061441
1,-0.362852384785902,-0.467875885187052,1.05174475085609,0.0237987204579161,-0.310886039960847,1.8823398891102,0.515636754580218,0.748241710931813,1.00416244357772,-2.0437382676142
1,0.345105777954185,2.46257654325375,-1.76516545118402,-1.40344531741647,2.02385061950588,1.96296850569768,0.636449073955058,0.121028933792738,-3.21111176695456,1.27203175519977
0,1.0752269912213,-0.636148804420312,0.310614736100852,2.19031410019542,-3.01369978058885,2.08502540073606,-0.372858581049757,-0.00147778590296895,-1.06605877534925,-3.30087103735752
0,-0.78769674657233,1.46799701873871,-1.96556816261466,0.59540767528071,0.0556335222267495,2.12131995077024,-2.45173109874468,0.160032848491346,0.788810879859648,-0.296560996467226
1,0.913022773353741,-1.14553511016778,1.11785242531153,0.350744260650818,-1.13347918209999,1.10743878561277,3.45581548563953,0.566650142351691,-0.769998686723474,1.43186347258791
0,1.3037376691379,-0.343136380686059,-2.19688222917729,0.648131757705983,-0.418142702695197,1.68598783517366,-2.05499479178248,-0.466451265455416,-2.25881825304183,0.00599925315923086
0,-0.847427644687061,0.784894289774728,0.0749068537756136,-2.25418319890358,-1.79924194677178,-0.47061651053818,0.00535202705133676,1.87670751322416,-4.64159751684689,-2.57993470488089
1,1.72653237257937,-0.777520459950492,-0.111030529827092,0.97799584652866,-1.34535879694977,-0.559163683795736,3.61444100755801,0.0431112107263965,0.799685600425349,2.67777629774913
1,-1.65765403660133,0.41682292896607,0.371424910241737,3.40094791893426,3.74358822986526,-2.35903438761473,4.46214616863599,1.24671564660418,-0.577289820953255,3.48219413170128
1,-0.209893344131743,0.152777150683607,-2.4245878913599,-0.776819541435986,-3.26198016403886,1.13319753441471,3.59186158472343,-1.66259144607569,0.316015744856943,2.31340440252011
0,-0.13909933218481,0.738880600858684,-0.805876549506727,-0.0979842749519162,-0.412863746479968,3.62854224909102,-2.43075944740497,1.13471993449369,3.61763731326043,-4.65494834633593
1,2.64035361504595,-0.738035718241106,-0.0881471487690568,-0.965526109964969,-1.40178836590558,-0.0605289514902216,1.81550244733815,1.20132250789043,2.02178395608829,-0.167738762726852
0,0.285773533670109,0.697081595697096,-1.22411059744162,0.635606627949653,-0.187518121267955,-1.57692434727159,-3.66619095270522,1.30087761265842,0.965577165808212,3.43529246690089
