"output","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10"
0,-1.02289406945506,-0.623864324625212,-0.485359472817125,-0.632881660632562,-1.87574563103007,-0.111976078379673,3.57360047942748,1.30376139234934,-4.35862205170052,2.54450741915591
1,0.018678328020695,1.72023086353776,-1.32286454193747,2.6075965132312,1.40552319771975,-0.897844341473573,-1.60487279599234,-4.15519354626403,0.954302894187434,-3.03402539936822
1,0.00620052170712338,-1.04056890151802,1.42429119602112,1.01541496570801,-1.39326202975217,6.42631224668428,2.04299413456786,0.248095052657089,-8.51384106158803,-3.43953843687176
1,0.679084157355563,0.444799836704714,0.484390688542551,-1.88434405819668,-0.0455682565663204,1.4205013923627,-2.64346311987848,1.96443389215373,-1.81291609069241,0.135646566564917
1,0.190877282780877,1.95712816814335,0.679500303666538,-0.433483739868358,1.25577490364647,0.570564740583684,-0.256480477087723,-1.02963371014118,2.95351418245819,0.740368418609156
1,-0.30616773639199,0.441888181119516,0.59190650279318,-0.917459751397922,1.98313828963327,0.909965740005257,-2.64142088717582,0.452740148232834,2.69737655991817,3.78316010959366
0,0.433728562492139,-1.80873572424846,-1.88822926290021,-3.30482390454109,0.771401908001721,2.49671435836725,-2.60223497460253,0.730044147787183,-2.55119962368229,-2.84006322997931
1,-0.577595374233551,1.02975832922805,0.568043188777981,-2.875841016387,-0.530342433378584,0.24885690940443,-2.70793638797825,-2.6364333269339,-0.920198650947252,4.61453971771336
0,-1.67782040829778,0.574969817466617,0.325269474105334,1.52038022436763,-4.08020087964829,-0.255620372762187,-2.02273143247328,1.89312563730603,1.36061950833136,-2.75840046432317
1,1.11959987733513,0.140986725469721,-0.153289043918223,0.120866646683192,-0.504451060945336,0.732937080531269,0.125972206064169,-5.85982611019781,4.17225129316773,-4.03999607375617
1,-0.0334675642057185,-0.903448299525495,2.72210231428779,1.53871475249416,0.519213100600235,0.54630584260835,0.0665260906908886,-1.40257901392603,-1.54869089390582,-2.04242854745535
