"output","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15"
0,0.296832606417714,-0.825486180064168,-3.38599530336248,-1.25833635514842,0.260658196820357,-2.10422674490576,-1.45246684768642,0.743873749591408,3.78081903733622,-0.760993458147915,-1.96850755871089,-0.441143111077824,-0.744272471429767,3.41321771926474,-0.287477264869805
0,0.371177456817795,-0.881271547177009,-0.651316588706486,0.125143875658484,-0.410028232360151,0.474547978312222,-2.92617324532781,0.476465028587496,-0.455760061297206,-1.37969899872956,-0.267341445232416,-0.765050968727352,1.02424148503568,-3.44181422422815,1.74736495505112
1,-0.647356074033013,0.0891926774344665,1.64751948648457,1.80471781022526,-0.106488017289905,-0.907603914314955,1.48263464587032,0.822931684716697,3.38518609824152,-0.577988240597869,1.7332791105253,-3.42627076453133,0.669639955077639,2.2111625361407,3.34297322443525
0,0.972290010988877,-2.69854075183832,-0.68096246172429,-0.264137844790943,1.12105539938627,0.562100694977319,-0.644974680090493,-3.64000146001488,-1.06089167739209,-0.484454025079379,-1.09936167377134,-0.43372100958554,0.103991096512513,-1.99125269856404,0.946884354610088
0,0.0978449880198508,-1.00939339653126,-0.782403802478893,2.72408448461473,-0.532241328326123,-0.369636434510817,-0.320318754470468,-2.51315264508851,1.83599707890403,5.86909461259176,0.112973584120089,2.65003796417269,2.59380926837038,-0.142425923267635,2.45720422011919
1,0.482621010947323,1.48671684845612,0.828878749519638,1.82671979069265,0.0188406993862723,0.331209024960623,-2.35270116005723,-0.613627664360344,-1.39585483789092,-0.0507819165541853,3.22358430377918,-1.06019942108221,0.341848538762646,1.57618702136172,-0.796614894593871
1,-1.49308830562956,0.655151745860258,0.907105797112067,-1.05647253161089,0.783703531759996,-1.43331315944675,1.96533677010497,1.3547448297921,5.30454123937306,0.686499813662485,0.291619849478601,1.7888597749225,4.83082217133962,-3.59488088762208,-0.308657640279885
1,-1.87376025244269,1.24406153512256,-0.262094832916309,-1.29999233598082,0.0509226815619237,0.778886677910806,1.92111719040877,-1.75249431142686,0.992782982404489,-3.73543794118883,0.111103276477473,1.83623477959048,3.37300670280453,1.08923681678587,-2.22122336348656
0,1.83898167367124,-1.76041147995317,1.04282370143477,0.532288036315263,-2.0080815271911,-0.19549455730476,2.62157611130108,-1.7233745984437,-0.732719655385779,1.40100092509178,-0.965858854237417,1.42154362597061,-1.23908552925858,-3.87908359346601,-4.02344961355368
0,-0.488648997144307,0.825119273563846,1.30048161683809,0.440433822774714,2.29900559684593,0.325214214165254,2.30755360878298,-0.647242415754184,-1.29529390876831,-1.57986050317042,-3.13034663182287,0.92962487056265,-0.841650789399302,-2.2551485885026,2.23496752750921
0,0.671103720615106,1.54213203714757,0.963208791687523,2.7289332746652,-3.57192102396538,-1.7588324575918,0.729778773870454,-1.90489070416584,-2.33882105889874,1.95511387714637,-3.4181458299648,1.4906827479207,-2.97436261973542,5.80721870932836,-1.58267559737695
1,-0.382313346933596,-0.552411871587545,1.43621385278076,1.46553583084766,2.01680044876343,2.19652051646754,-1.04734803144745,-3.5849811495981,-4.17807121834812,2.18993549983744,5.53701005137837,0.819899529339055,0.221216927742524,-0.967620732258486,-0.864181693082074
1,1.06303318006428,-1.62784614700832,1.44379377101273,1.58848069227685,-0.537980223711379,-0.481311130125583,-2.88208199362947,-0.781354445137503,-0.386484715392687,-0.0836436922410324,1.08739903412998,0.916257110783189,0.075991264613909,3.12799112197405,1.84294268904152
1,0.819031731097866,0.43218034752709,-0.0827359143309695,-0.264533527027744,-1.74559706995691,0.261838777437198,1.0043923802163,3.2255485843435,-0.0894211394488827,2.80305118454775,1.55306707110075,-0.00535650527173906,-3.55164598149681,1.91886036818851,2.37395076127645
1,0.496402821933631,0.28073218735147,0.868059336853038,-0.411499375553951,-2.23058074355425,-0.781933829605029,-1.91317610801585,1.98292608513186,-1.53404178373431,-0.227349692986371,1.07050932577407,1.76215626808572,1.33109182947003,0.0525099005432686,1.38564034851789
1,-1.28328704049894,-1.40212524535698,-2.34906250578899,0.214674300479852,0.274010271449915,-0.0369967623016669,0.961926130926374,0.772499115335337,3.65057911420532,2.9303605171218,2.33954348759174,0.885106258781225,-1.25768563108463,-1.06638067961413,2.03818024460026
0,-0.19354759529969,-0.641197014672117,1.42225474669947,0.832578993425394,-0.984574098163588,0.846195552078665,-3.27991207078614,1.22139417079367,1.8308682597726,-2.78746336434355,-1.84363029988761,0.205736591877216,1.21384793197185,4.97030895318794,-4.84653142355412
0,-0.444027454083245,-2.83518240211108,0.54941173830199,-0.324345711233992,0.737470544903676,-0.0436700291469283,-1.78601627652097,-1.83204088025381,-0.411369535233137,1.39919581335572,-3.70307189207391,-6.30297458331349,-0.732353197506414,-2.89280932734474,-1.93837290270307
1,-0.0624845823599482,-0.647439670858392,-0.836878524308617,0.595741492857107,1.76318770699236,-0.574356915472082,-2.50503780190944,-1.86797901831167,3.2863245461437,-0.518086525660659,3.57605871723574,-0.645761915478705,3.67190281647331,-1.52669814715725,-1.04968024996743
0,-1.40639273941436,0.0719318031733239,-0.225207294537074,-0.0703625139569018,-0.208789951333191,2.73255711492399,-0.63204080149686,0.0636086697232772,-4.86406339752766,2.00441219552541,-2.98744897163173,-0.650587125450933,4.02036988118415,0.581076791675825,1.51648217297831
1,-0.638850685834187,-0.0982535578913318,0.433290739889887,0.446986389461521,-0.506180949977807,2.02820024824239,-2.08460075898483,1.02963313740187,0.521852936888722,-4.05205994357503,0.863932164634706,1.10573989681621,-2.97700449861491,-3.00825206687106,-0.118726670496412
1,-0.0422579194101175,2.99513512837275,2.21843028211519,-1.73992422295345,2.21437210852586,0.608496688065989,-0.025966663631915,2.92544010308338,2.53717964539415,-2.74417997736865,-1.73554537874894,-3.68008063225745,1.89100688012567,4.66436754902819,0.987184892471103
1,-0.630870629037843,1.40629924216815,0.971478636418372,0.986899763584611,0.382193149969069,0.647984089912412,2.41581175739064,-1.43897883611294,2.58232773105613,3.59368681667843,0.366060902110676,-0.475017516519303,-2.7684448497986,0.945388281369628,-0.933020722715857
0,1.23471450876928,1.95344978651888,2.13565138642678,-2.72108533753734,-1.60100886271747,-1.97779112767136,-2.50764884672359,-1.29575753610348,-1.53628519766228,-0.951179188061591,-2.45058432197666,0.344293967132276,5.16201427223063,6.70371654677832,1.52131104459703
0,-0.804773790568573,1.0144695552729,-0.197351114937675,-0.00745674187127273,-0.457653248160619,-0.728703564901272,-2.19001282303522,0.568172776782096,1.11648475265486,0.524781081814397,-1.09406429497308,-1.51549965526903,-0.0653775783865783,-1.36408242048882,0.772695627257784
1,0.0747247691107699,-0.00356297404627921,1.93283665588442,-0.748168848196855,2.33888750657513,0.0603365336722895,-3.90743576552452,0.850257079326817,2.19779999110585,-0.00195219663942988,4.65233854021729,1.23451145235206,0.163630675918536,2.41045030312072,-1.68786470021796
1,0.440934011388161,-1.21700948121458,0.295896065694232,0.42696933575008,-0.225210284955245,-0.742511529874423,-3.54900468529778,2.1377175770258,0.280788144957695,4.11611846761489,2.75469436474659,3.2367771088742,-2.882845311483,0.47011114749881,-5.58438018137735
0,-2.9161517587519,2.08371695203018,-1.75194011835253,0.375302821554697,1.20003988420064,-2.07247418362412,-7.27910338423727,-0.871384270401559,2.62352223745356,-0.0570902550902506,0.789699337296814,-1.24292355752405,-1.19879054765165,-3.03174394600537,-1.60135746078871
1,-1.50526280245088,-2.28690652727152,-0.771811944185413,-1.33945947915489,-0.19107482945284,0.212317321561502,1.86332308333043,0.740643578809041,0.698623412029526,1.72168030682486,0.216353250866654,1.26699187578467,3.30511824604988,5.97660433532582,2.40255216903485
0,1.57104141730177,-0.688445109036468,1.22934899512131,-0.132755186508462,-2.1189782673622,1.74141112391093,1.77769370474829,-0.607627167349912,5.26588918808311,1.56333366441655,-2.25703048542175,-0.25994024164298,2.82872534319143,-5.13610750712545,2.56588497531611
1,1.9194719111143,-0.0203707953061315,-0.0504343146914867,-0.933247518446294,-2.11782338391041,-1.69905328180681,1.44917557536657,2.00370195232367,-0.531834913963289,-0.153483138599873,2.71087149000755,0.691214220752197,3.5901174935921,1.47081792324466,2.65713161063944
1,-1.58362150513699,0.380986534489661,0.200242508941722,-1.3379687420098,1.59208780469293,0.245963063868248,3.11722638454043,0.171955938973327,-1.894963081065,-0.777505505301358,-0.328776825538804,3.21513478489391,3.60236617319909,0.704993517261716,-0.881023998126226
1,-0.0330071412087207,-1.32232025927749,0.564040353023914,0.53194107752917,-0.188015782853983,1.13586844705565,-1.85492458759231,-2.71394536120458,1.41457304122847,-2.31092371991902,-0.626132843133291,-2.95624654402604,0.875962216015913,1.61042236686026,4.83816458509944
1,1.65162901098134,-0.122442778659424,-0.0377062763340615,0.511602207205744,1.2356407351458,-2.0158754243944,0.626193726201037,0.0643656283092481,1.03423030978296,0.0624706799702718,2.45882145976487,1.75610919841499,1.8682958439107,-1.35635508778209,-1.27819925314259
1,-1.93702565059327,-1.0702787955191,-1.36241268643851,-0.879996814948127,0.857329702606258,2.43812835467773,0.49212199694555,1.74186128236007,1.83517644550936,0.238303119179792,-0.886672241056757,1.62612913968988,-0.0322468538201135,-1.06185694392695,-0.349961225189487
0,0.409302825308557,-0.0271532115000189,0.962606756858428,-0.843214878860751,3.20627276743735,0.533663001621046,-0.253755307100691,-1.26077479782369,-3.01162976958915,2.03654264331648,-1.4044690239404,0.211014376075426,-2.85294807675453,-2.07110804274252,3.00440613152256
0,-1.42580713054577,-0.731473678801303,1.87676622605522,-0.562567183332834,-2.87116409769497,-0.921929509638803,-1.01466284842956,1.27439185216234,-1.9089772775713,-0.59163120376184,-1.52128652375112,-1.50039254497706,-2.87959152838526,-5.16049524571728,-1.0637471346934
1,0.0473025339716166,-0.0466546105027338,0.120069613559372,1.55304403284354,-2.02989135819756,0.136445839702858,-4.86664847714498,-1.146084483268,1.76285205408556,4.46172233223774,1.6880121819543,3.2862117373292,0.0536759674659224,0.358178473844793,-1.00040360298001
0,0.92257931418873,0.860591509723292,-0.476786148624285,1.46769891953817,-0.458339208135616,-0.512166095637927,-0.480989215989817,-0.57479524040762,-2.10155396344505,0.313288198725145,-3.1385365944833,-1.16937037375757,-0.634189127652415,1.97139997004198,2.6208473808822
0,-1.51675738177568,-1.50402388366551,0.346880884150914,0.528470297710409,-1.96144987752433,-2.22076790507741,-4.80906853054647,2.23895333079087,0.719092401054932,-3.56328525459545,-3.53439887224165,-0.362417679299051,-1.30677417916775,-0.592864251178756,0.738070983841764
1,-0.94234887241637,1.23735590006184,2.78347439055577,1.20566870996416,-2.14684146010559,-0.44746470389507,-0.479867933273761,0.730769037836107,1.65291777966904,0.663953853926012,2.9156602226663,-3.37222561810762,3.65278977945138,-8.16149154678116,2.04179485165593
0,1.00516286863118,0.796562766646522,-1.88072211695012,-3.13891026095179,0.250575427664262,0.453638818242458,-2.5715722635569,-3.28837146524853,1.50912958475256,0.522450713322116,-2.80028189532204,1.25603511555458,-3.4347875459941,-1.04168280399681,5.32202193642845
0,0.624088356021067,0.00266223723336531,0.184276967396175,0.680398976884861,1.01163682918862,-3.26233517573902,0.23556359671321,-1.0406784839401,0.977476360933402,-0.167102765277846,-1.52037643901246,1.59253274001541,1.0720753807974,1.88160148361902,3.70558393567468
0,0.72059145095428,-0.671373293938433,1.33780529412077,1.06525077570763,-0.392148440720204,1.10882185095528,1.78442939341344,1.45653840769786,0.693022397608532,-1.58331931391362,-1.59221078331796,1.09539106190248,0.99883390357885,-2.12566262416383,-0.475580358727298
0,0.132971973403899,0.379399609879884,0.893584031872711,-0.855851144302618,-3.75143979364052,0.661624466652456,1.77456208723561,-1.59857840858222,-1.93256476807335,-1.7468978584664,-0.665554409434221,1.77267258352563,2.44866728736271,1.56345677158427,2.23121072673079
1,-0.974817798489058,-0.21880038219723,1.94158373298979,0.128775391842861,0.910159840958192,1.75884310085697,-3.01596415835386,2.38329382359634,0.867310823582693,0.39391343021895,-1.40407032432687,-0.906710823658503,-2.25193827252802,0.0924006131990697,-0.641837376834961
1,1.9487662771135,-0.519938438218263,-1.19121610184709,-0.962206767126513,0.129725377827742,1.64113016966046,-1.20521956851584,0.594650016362754,-3.45228810555964,-3.14447471916017,0.309616074169064,0.275877434419009,1.5379482129853,-0.669607429416077,2.92108203583333
1,0.0330076664436309,-0.37105930629451,-1.11262735941228,-0.447942596274473,-0.162980699712791,1.23604032413415,3.22830684438197,0.896313287573098,1.89654399789047,0.931695150094069,1.53417914920597,-0.72999339854557,-5.44528576686153,-0.474163461810229,5.94028617660697
1,-0.812472735612927,0.576718901462285,0.0343685673413045,-1.84719419231077,0.466986974017325,0.244920413827794,3.72350604122208,-0.37229957581329,-1.55140756748994,-1.55571723537398,0.391589615198673,3.19736654140933,2.60123995017652,4.81406443690673,1.44120888618773
1,0.852557491061278,2.59786394171207,0.218023719954253,-1.87937360491232,-2.53847609830966,-0.380642116773936,-2.85085836414233,-2.45225879975463,-1.95664299250021,2.35773859086564,2.09793545150696,0.736191829519077,0.546646250826054,-4.24179567898462,2.37616166189518
0,-0.941286123357343,-0.670336556876943,0.163736043770479,-2.15869524091007,0.0738320541560863,2.10775530082422,2.31304481712424,-3.01078607465216,-6.40566269565395,-2.65603687333497,-0.471443993681251,0.0386176484093914,1.1341556454156,4.73155919983001,-0.838013664500587
0,0.453672073280498,0.976033177582514,3.43445977565112,-3.64007739416054,-1.45817612199379,2.3683524028888,1.38040686154167,-1.86802923594264,0.995124900502645,-3.61554010509527,-2.14179525994625,1.02502875035562,-0.430872034461305,-5.68644580764549,-0.438636202325809
1,-0.82635216450648,1.09547392442917,0.319273666322979,0.713893448978225,-0.118149852180506,1.01068198867776,-0.669853433154253,2.18485247092352,1.2337272440155,5.08253115323541,1.10208221720101,3.17529112768936,1.64835837361805,-0.788710764690647,4.63698025978269
1,1.64801409406021,0.167228813660374,-1.51362796098804,1.5330682208672,-0.106294160369772,-1.62086768463549,0.336512723413931,-0.505801821383647,3.36038427605519,-4.25086595722278,2.86554753134819,-1.75996297523859,-0.794329191785341,0.607632932319626,0.790282648356988
1,0.538668815462016,0.31194574507667,-0.165825604045018,1.9715707203746,1.05322743177786,0.170281383329895,0.0877963481029967,0.386723934538559,-1.82007812334999,-1.12517750482725,2.90343640245441,-3.00288537870074,2.62460322474477,3.56403817003491,1.36526766583434
0,0.716695734081696,-2.96163890717683,0.333603198128073,-0.929227012526023,2.42146234632515,1.5862514276876,1.78848591837204,-0.241007334932718,3.28079341481989,1.74339279829805,-2.47531398102103,-1.33033345434893,-3.54222706283738,0.335827417225398,3.31686103995163
1,-0.443303975429705,-0.426977838653367,2.87636883753503,-1.75435992786253,-1.41830321565586,1.40356875562588,-0.136623967508529,-0.504820630876842,-2.18559452019845,-3.44750478769014,0.391249564076209,0.00679019231825621,-3.92712617866572,-0.0540361633077952,4.62303722427951
0,0.315289670998644,1.45804537277146,0.775677654807343,-0.576777101583803,0.0650019956650096,1.55955809630305,-2.07793652884521,-3.36360810875356,-3.05769173681555,-1.69171546311477,-0.698339227203721,-2.21623634856692,-1.38281285727448,-0.690459929829289,3.38779728246943
0,0.199424683757613,2.34395370214874,-0.511575212865652,1.91079897763805,0.926497568666917,1.87215570624913,-1.13457883557528,2.2813452407396,0.753545937207171,0.919233367023474,-3.32060572604968,5.09074531394473,0.542490324279444,-3.59244630277176,-0.92425755940653
0,0.133230703468214,0.294126575078303,1.03978605940529,-2.64262210937971,0.301470730787164,-0.345560786100805,1.05955218289974,-1.01884270852886,-2.30662464898142,-1.9574728136508,-2.46871102293528,3.30646244166329,-2.89988620351584,-1.0254844610905,0.160906611620862
1,1.45424318057722,-1.48485393297167,0.221445541520295,-1.21915540617345,1.62304055833391,-0.362607576605209,2.0751446851439,1.55603530089796,-1.22162886223925,1.06919067344237,-0.611477211503685,-0.605305650370438,0.732759944559113,1.43052673104762,2.21951092618588
1,-0.147993007731974,0.166645455117831,1.15431959454282,2.28465579612807,-0.732598053779518,1.38250622935086,0.174441950843802,-0.269128696120472,1.8771569042203,1.93998065190568,0.812167153147578,-1.75037049425176,2.96860180547909,2.34406720787921,-3.52062369333308
1,1.44229340916214,2.0122336140407,-1.55751027665415,-1.92191087408095,1.02393678845025,1.8094980668669,-0.176607904843936,-0.569563069271285,1.75427610463369,2.65095338053485,5.74693227563852,0.986789956659254,-1.07525438407616,0.424658578516234,-2.17936394107495
1,-0.376859842817481,-0.34557113780558,1.15236900610399,1.79489074060082,2.85489131691754,2.07262087301094,-0.440386820496877,0.450829861232194,0.0497476787511939,0.944506075086154,0.483259994944002,-1.09565761227265,-1.75809364022396,-0.581399450884504,-1.8566244659791
1,-1.15901851706476,-1.11798516746373,-0.810266767014797,-0.133219672123415,-1.87604166477512,2.8075586784776,0.443030179871966,0.318844044096404,-3.2973245366902,1.75176203856545,-0.696156379455542,2.15174109582517,2.45713322689075,2.98858454718326,5.60176090299161
1,-1.47280099816598,0.873599434899266,-0.116896136818112,-0.158459910158907,-0.347478130268449,-0.7278830934151,-2.49380469949508,-1.43272558096165,-1.94914905719531,1.34358395809118,2.61623271446818,-4.55515180690997,3.18650195869181,-0.855818480763709,1.58422875248568
1,-1.6831959788208,1.26513588676492,-0.728925990409791,-1.68883958656707,-1.6325962644222,0.9389562283653,-2.53492082557395,0.360284377429503,1.95033666149758,0.973578150529874,5.44152429124849,-1.49721097802597,-1.93629008517738,-0.688824575532161,-0.284638497476129
1,-0.428028273507167,-0.970984541624055,-1.22376255113542,1.11295394744816,1.89289359319558,0.699242924258,0.841891426843722,-1.9448408211065,1.43747206111198,1.10616557168385,-0.246935773378849,-2.55757779248792,1.19545836747187,0.980497307716174,1.04934485499582
1,1.00081440356077,1.54113896064772,0.150826924208856,0.909070296087371,-0.392201214369016,0.410670986102864,-1.8830773442342,2.1455323520933,-0.476160325399073,0.528150819750346,0.738110358617253,-0.167977345935729,1.7605856894096,-2.68930377408746,-1.72808547247044
0,-0.152310575739282,-0.206321772289779,-0.91184360228859,-1.32636140772696,0.102003503588432,-2.09317418949686,0.841888108169239,-1.61836592095577,-0.489865245830164,0.153611754084866,1.26774238226804,1.60911322852536,-2.17116196729894,1.74431231246066,0.194508525887148
1,0.2499583210008,1.56112462537664,-0.0508875512271802,-1.94011434992208,-1.55255727517231,-0.810943126059992,2.65815141675143,1.24497574134836,-0.190593031827877,1.7017997595498,2.25581084019553,1.1129419416024,2.89059191973724,1.81773362975113,2.97957602818223
1,-1.85341833766553,-0.502853651457482,0.31437786440699,-0.388652609237424,-0.56975351203613,-1.45897001682605,1.8799993203444,2.84963310898655,-1.02066519066517,-3.07002714676396,2.21025831909631,-3.09935785597439,-2.04378955891295,-0.0667179183559633,1.27484853409593
0,0.769389989009312,0.289713240116302,0.263230732435042,0.24640178639255,1.94599270432016,-1.88551148946163,-0.0418685255363093,1.18282106255622,-0.848958495223592,-0.604916190700164,-3.62978024332941,1.23581346415294,1.73754902498401,-0.639141068176456,-0.466479855105066
0,-0.951273961627512,-0.824664467007572,-0.498846761160592,-1.43456261797329,-1.81410362484959,-0.233922790912428,1.26328283227403,4.58671372031209,-0.0333524111819825,-5.07988095929384,-1.21048730623298,-2.31781554770898,-0.16610989235262,-1.37662117828916,-2.61065501381097
1,0.631603785924396,0.978999082903557,-1.73542247270235,-1.85793468339796,1.37795413879395,-1.64530465840183,0.239795311771119,-1.48850746511415,1.74920315132384,1.28374598904929,0.782893294735401,-6.37525454912846,0.670827288955374,-3.18340280173886,7.65604423988228
1,2.0864360340258,-0.292573965486756,1.70834243993769,-0.176801124991145,0.992003092727071,-0.620170286688412,-1.63648269639674,-2.79330780661913,-2.59027734457145,-1.36377158607024,-0.042604288649184,-0.541072061050993,-0.648917587868067,5.74923376018677,2.17742598172192
1,-0.465308224591305,0.779769481260479,1.2218225245238,-1.40713549997899,0.249617535655105,4.51910796754148,-3.1228870887602,3.12328319425569,-1.64390496491565,-0.58299608550539,1.0091882329626,2.16983168757486,-3.40031341841752,1.40059052821533,3.19003865912982
0,0.247749800082065,0.342175921153682,1.35308107864007,-1.74330587628774,-0.55259850243565,0.41816653555966,1.23592611059494,0.249689111834901,0.0845915345191305,-1.55405324582957,-3.6992622134832,0.273186726366617,-2.08456359532807,-1.75555988907813,3.96682187240095
1,-0.681926980963255,-0.981201485007703,1.64025867517817,-0.250992511236537,-0.698183511917322,-1.19786956734346,1.79764279917164,1.22485508918202,4.64764930921523,2.27648307629068,1.06248858625855,4.15931029417111,-3.75417537508902,-0.83903930658877,-1.08782462772474
0,-1.76550524907669,-1.2763101980869,-0.791181225989328,-0.657521958175929,-0.137454579892186,-1.75630852726608,1.17308783191093,2.36481894425014,0.387267979259848,-0.291133459665962,-6.16636474502257,-0.643428151268504,-2.18952613317787,0.0656736649960681,-3.23748695791394
1,0.906044356845302,0.691409477946227,1.61683961772576,0.190019391953185,0.652567813196938,3.40191508663894,-3.32340506101778,-0.00770565907821796,2.28673231548,-3.99802744824106,-0.0577947879196644,0.0412429598722927,-2.26252478428417,3.88230232926514,1.47294911125029
