"output","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20"
1,-0.851758599436072,-0.698629024451713,0.114441369841538,-0.39051764311047,-1.75276152578329,1.97011507456362,-0.606135769552634,-0.158325793784569,-1.67803069375843,-3.62476475443119,-0.367726725126984,1.99638811052844,-2.2912925317982,1.2134289377825,1.56655306443597,1.03915140381728,4.14339920940798,-2.25509187026148,-5.45324966099143,-1.96391352036776
0,0.00434326275198397,-1.30378732686515,-0.101636585459376,0.261969016469348,2.15548093968415,-0.808726380778059,-2.09939110361184,-1.17057881195621,-1.60375630928365,0.460590880900753,2.78792004023012,2.45565964093984,2.11481579544826,-2.71938938884778,-0.412706558633302,0.128022332465412,3.24370727101045,5.90637654148772,-1.31577033903859,-2.0878468868736
1,-0.151916361504604,1.5664742897947,0.292806389805083,1.29966302824144,1.98295906312209,-1.43167315107851,2.32414761780057,4.08723680438531,-1.05313087866504,-1.08207598698821,0.947398882348677,-0.123626732638984,-0.568177380538094,1.01296308503665,0.667222324490974,4.86536716594039,6.25289885061276,0.117350057302479,7.30200762151611,0.600975112749155
1,-1.96112616578959,0.272223801598082,0.274931168381443,-0.730486391279407,0.330861332445025,0.23038610230818,1.29102887266607,-1.72278408104556,-1.43381418931139,-2.95744562000368,0.0865181077000254,-4.38419714546071,1.766676481908,-2.34403141660251,0.225796796784729,1.77709617286835,-1.46553195632443,1.32482988349796,2.41407874266679,4.332063063466
0,-0.51309575994856,1.65800944147535,-1.83610961393028,0.0464274207804914,-0.502246853273154,-1.23482135809198,-0.0784423353299173,2.42955220230788,1.13557910506427,-0.918420150326445,-0.371919104540873,1.33473634233915,-1.49339525635239,-3.63772438311398,-2.1135918020662,0.328067223149926,2.28802896486348,0.504924568178026,0.789072841152607,1.82810289343614
0,-0.533751593202283,-0.880086114452308,-0.862606077851817,-1.79331306999134,0.689896229022889,-0.731683650784612,-2.61976506983407,0.227078846235208,-1.84028616650773,0.839242121437971,-0.548234501736121,4.54257743142485,-1.14157189031591,3.92480655924404,0.253271860061999,3.70977750691549,-2.92077285858278,-2.68148469540349,0.774827010588206,-3.46619312694343
1,-0.919704648838122,0.232931068139909,0.0293950304878853,-0.0070860995740992,-0.109068438325291,1.75147853851927,-1.21390797277557,-0.721366838730159,-1.95824056383516,0.668244298478666,-1.4318568619525,4.18611105321479,-0.839443335395431,1.15847603984574,-0.150162087086275,-2.73721868419588,-1.14756555198341,-1.0580633016912,0.958118564707254,0.126972277171844
1,0.652575225935224,0.332757756092513,-0.261464323261924,0.761481688998852,0.425979898607458,5.12319747486503,-3.14139230086788,-1.26045564557879,-1.93087620121913,2.33182910884339,-0.800535472486393,0.212475804435885,-0.547721054793945,2.64172480505329,0.894713832036761,0.334081984790769,-2.25631962083329,3.46405232101138,3.71135135250911,2.28399118756856
0,1.15426126464075,-1.07869549425016,-1.08086627126964,1.93524726783805,0.351740377258411,0.616393336125019,1.80790970372919,-2.85735601791621,-1.36860286954623,-0.926414236441457,-2.22490716125231,2.03039320865249,0.722692927894789,-3.69429273952637,1.26893240078899,8.450277322006,-1.18580233558515,-1.32351907634359,-0.0201522588439472,-1.51551887867933
1,-1.97818748994936,-0.736649983502928,1.43535797720874,-1.21190414067805,0.657171710805567,0.612604697984678,0.309940835167186,0.697785559249541,-1.24541085570695,-1.38161078619532,2.67743600488936,-1.57431371050027,-2.61670306732586,2.2717179247914,3.45511097184204,-1.51441948681786,1.69282596919074,0.717260145992356,1.70786093910409,-9.67878499011815
1,0.747982244087239,-2.05307096446752,-1.32710658220399,0.710709854868412,0.504661417281835,-0.154230727812995,1.70926555141564,0.459016722803805,0.00930518343604233,-0.168744202417519,-0.948747721195146,-4.11557930079141,-1.24697110325428,4.75998683001466,0.515635387092659,1.38377527004655,-1.16877957703699,3.23196251686427,5.80833740999485,-3.78291080095468
1,0.852543593785547,-1.95690927145809,0.788874051013596,-0.571243262912431,-0.391406587777739,-0.753791892507598,0.968164535645252,0.703005995719856,-1.97596658332613,0.584102596617058,-3.76130855785662,6.26878616509559,2.35462118582845,-0.922052867650065,-1.22553765987706,-0.0659562281264232,-0.563826022766894,0.831392487088412,-0.118880266945833,4.99724841352303
1,-0.939363579820405,0.718631740365666,0.832203739339577,3.49752744450861,1.9298544093665,0.985504429822526,3.15409672832138,1.17565956245312,-4.42608517927816,2.77109119172071,-0.949467616419334,0.470976981850248,0.354339015748042,-1.65654203669409,-2.87678088273379,1.73664002651828,4.0193075574206,-1.09058780110568,0.927541095117577,0.89342578700343
1,0.277366275476381,0.759566534316364,-0.0725243359552632,-2.17961666658453,0.973365444129404,1.00817981821842,2.10803741493442,1.84002989587544,0.061115510110331,1.50610827797321,0.884074207027561,0.0977239127984757,-1.8979869989774,-2.02949359366132,-0.500753945458733,-0.640145035117769,2.72354636265689,-6.33330346058013,2.71564086829622,-1.71743079648643
0,0.809274979786039,0.533933062928288,0.675831765995953,-0.690858875857096,-2.09537428352979,-0.597476512397034,0.378843626499082,0.88251224273559,1.79413409236337,1.21414589908925,0.441139756100925,-0.122667805211675,0.42402984879685,-3.13797915615492,-0.388093268592493,-0.373614165710435,1.64946806745039,-4.33114736395313,0.92529234252011,-1.75063414558339
1,1.96590811562231,-1.34242594763511,-0.308093400461083,2.68677220798811,-0.0650031788962711,0.00427622363253641,2.04846113483525,1.02468634502936,-1.14150923043187,0.71061088622862,2.59897168536847,-2.02648051344603,2.04319802355531,0.305471617643346,0.963642106773339,0.987396416085833,-1.46314639675052,-2.4150934967209,-0.957275509295081,1.85739077106553
1,-0.10056954644407,-0.284807593849862,1.22684922129186,0.0979211402230916,1.56967506284437,2.18955863021001,-2.19582341730315,-1.26949425792832,2.2244508158781,-0.250411085898556,1.00950897900309,1.31880628083716,-0.344901307706386,1.91396935811708,-0.412939193151642,-1.3755786752533,1.74295100126876,0.906248699155976,2.81799345754128,0.858143118156566
1,-1.0279924300612,-0.553272228967098,-1.33070260099976,-1.32870688787993,-1.73634794112828,-0.131817303141797,0.510185526249342,2.71809800607044,0.187909841091217,0.449005906088994,-2.9509689046259,5.95910661102357,-1.65785419166885,-1.27601026748065,1.86706979380332,-0.922192675652208,1.64421473234301,-0.326685799084531,1.96355840760635,-3.60158982025532
