"output","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10"
0,0.208227646344424,1.21950597556195,-2.13740422248413,0.341599291835794,-1.43787430101253,-2.82657871691879,1.36994176574192,2.36715855553199,-0.187727497929053,-4.00324432038916
1,-1.44377282336742,0.458169541475932,0.510684609460308,-0.687949465798721,0.26150894195571,0.0942484376769954,2.42151203201429,-0.743693396172427,5.40481844847166,3.57662907182697
0,1.082410300354,-0.0881156406749899,3.59072932157916,-4.68074109249969,1.2272550463322,-1.79419372509164,0.304165688438288,-0.942980442144009,-2.925908746492,2.63377692835776
0,-1.36193809701301,-2.02210963644462,0.861571946552145,0.394250778991442,0.19316984253552,0.391537077730874,-0.256865334103492,2.58594599306834,0.396007061631088,-1.33698449911176
0,0.89996723882893,0.357354427323722,-0.148710114427425,-1.44970347874314,-2.13809388616478,-2.05538988780786,4.05023587114042,-1.37033689948879,0.246658269598288,-3.25633090804795
0,-2.39463283417992,2.21785406845383,0.971381156712072,-1.09299131468224,-1.00488394056067,3.15784869789487,-2.27058664175572,0.796230131491125,-1.55785064710821,3.33356176244412
1,-1.33520483704562,-1.26707159653802,-1.21221075264272,1.29754670850345,1.61214925377877,-0.781521436867939,-3.19938421889516,3.74991568238108,0.89874109752891,3.14114825593794
0,0.448565650288643,-0.182694773462198,0.374293728091721,-0.119659251497107,-1.2893405409826,1.34773407767365,-1.21411147666057,-6.78102974518939,-1.68679524515703,0.128797959852315
0,-1.76392753579797,-0.412136549252837,-1.21368983547927,-0.192950382183419,1.4021731141595,1.39314226409395,-1.31265091356741,0.346290698797519,-0.0189217446082232,-2.69555371605147
1,-0.210384821864161,-0.174833208276856,1.81654813183843,2.81907077576784,0.551104916195604,-2.88399370562918,1.50709376841138,-2.82926611818673,1.45821606052445,-2.2830637495788
1,-0.00143762146730484,1.51680550130355,-1.74257894685976,-1.21955055893107,-3.6680196693687,3.15611404541089,-3.72115436202389,1.23130874521386,2.22664267356816,2.54124690103196
0,0.993537163270528,-2.34075303395594,1.35593323204867,-2.36251103103286,1.96154365034603,2.3439738846765,-5.34341743053877,-1.29569509540924,3.36488970927742,-4.43625183542305
1,-0.785028424894004,1.34076974861504,1.43191486850461,-0.722523238183099,0.417736197051621,4.23817950169408,0.601153050872718,0.840821212527906,5.25897199000466,3.91993443032662
0,1.33970074937299,0.620424796465784,-0.615880149594917,-1.17075889437418,0.469789323554715,-1.00570051280365,0.629071387132712,-0.702333502717835,-0.38288057563634,-0.177504885250827
0,1.29130245584074,-0.32873301412923,1.80577164001562,-1.16093315035574,-1.55473727218439,2.32256601479186,-2.46704821171414,4.10900561547349,0.0119986591437739,-0.249610837825434
0,0.338970235252136,1.26221810041711,-2.29643358802844,-0.989400629814981,2.087047358625,1.43841828108009,0.251733308272511,2.43331183350309,-0.650892369841188,2.47652833317306
1,2.53636091479852,-1.52556364994683,-0.199130692964241,1.68472333962239,-1.55034837111181,1.5987927381897,-2.34538253821075,-0.713809964954449,0.930152952723,5.56872966701728
1,0.10115469693029,1.94824860896356,2.20091775140024,1.14323285066945,2.6266279996643,0.753816268644336,0.124790244913603,2.76905791250726,2.33058435233117,-1.10789151503829
1,0.882932679401209,1.69823489414169,-0.908924589741231,-0.673241129395775,-3.06576216260185,-2.3894210399065,0.489351604298966,-0.129280687378877,3.21740883075065,-6.95976537613259
1,-1.03446512025569,-1.34547775983697,-2.52349699259524,0.981502522753984,1.95988858990054,2.5511553002638,-3.2074381758521,-1.16582209847028,1.9747618447456,1.81455507864625
0,-1.02746437590879,-1.88071794030424,-0.987708935502385,0.19308231816152,0.00282090260013086,-0.776443891166128,2.50429818287206,1.06571855064544,-2.15114914055491,-3.34026363664644
1,0.422584215930476,-1.06231085314732,-2.13544288799411,1.56981286460768,-1.80394458605776,-1.07007582758711,1.03667469406485,4.27878342617921,1.73121322730083,-3.60820614577713
0,0.0517411410583338,-0.736261590650126,2.09746396926202,-0.271519435555246,-0.397151000957773,1.48617692063912,0.581136902746582,-1.98115427872886,-3.8013372287383,1.06605904536976
